objectid,isbn
44347,1560763930
44348,1565041186
44349,978-8895322032
44349,1-932442-57-X
44350,193454714X
44350,978-8895322032
44350,978-1934547144
44351,1565045513
44351,978-1565045514
44352,165045521
44353,1565041534
44354,1565041623
44355,9781906103859
44355,1906103852
44355,9783941420007
44356,1565045505
44356,978-1565045507
44361,8585443111
44361,8488765061
44361,3931612015
44361,1565040295
44363,978-8890377426
44363,978-0953998135
44363,0953998134
44363,978-8496802094
44363,2914892411
44364,1200003025
44364,3931612171
44364,3931612309
44364,978-3931612177
44364,1565042492
44364,156504200X
44364,978-1565042490
44364,8484210871
44364,9788484210870
44364,8387376620
44364,9638591463
44364,9788387376628
44365,1556343337
44367,0962779091
44368,978-8799267606
44370,1588467120
44370,978-1588467126
44370,9781588467126
44371,978-1588464675
44371,1588464679
44372,156504018X
44373,3931612104
44373,1565041429
44373,1565042107
44374,8882881601
44374,1588464857
44375,1588465519
44375,978-1588465511
44376,1565042220
44376,978-1565042223
44377,1565040740
44378,8488966482
44378,978-8488966483
44378,156504228X
44379,978-5905471209
44380,978-8415334989
44380,978-1934859117
44380,978-1-934859-11-7
44383,978-8496802100
44383,2914892497
44383,978-8564156005
44383,9781934859070
44383,886568001-6
44383,1934859079
44383,978-6150045900
44384,1565042301
44385,8487423043
44387,1934859109
44387,978-8865680070
44387,978-1934859100
44387,2914892527
44387,978-6155994074
44387,978-84-96802-21-6
44389,978-0953998197
44390,1565042433
44393,0943580102
44393,978-0943580104
44393,3890641172
44396,1889546585
44396,978-3935119009
44396,3935119003
44396,9781889546582
44396,978-1889546582
44397,1565042441
44397,1200003120
44398,978-1930855618
44398,1930855613
44399,158846492X
44399,9781588464927
44399,978-1588464927
44400,1565040325
44400,1-56504-038-4
44400,8484212866
44400,1565040384
44400,393161249X
44401,3931612724
44401,2841880370
44401,1565040465
44402,1-56504-052-X
44402,"9 781565 040526"
44402,156504052X
44404,1565040643
44404,3931612406
44406,1565040953
44406,3931612341
44406,1-56504-095-3
44409,978-1924859286
44409,1934859281
44409,978-8496802223
44409,978-8412327670
44411,978-0981528151
44412,2922071006
44413,9781934859087
44413,978-1934859087
44414,1934859273
44414,978-1934859278
44414,978-8496802384
44417,1887953361
44418,8487423035
44418,3890641024
44419,978-8865680025
44419,978-1934859094
44419,978-6155994067
44419,2914892519
44419,978-8496802155
44420,3890641016
44421,1-56504-115-1
44421,1565041151
44421,284188029X
44422,3890641156
44424,8488966784
44424,1565041291
44424,3931612422
44426,156504214X
44428,8484211290
44428,1565042158
44431,3890641105
44432,1565042166
44432,1-56504-216-6
44433,3890641032
44434,3890641199
44437,3890641180
44440,1565042115
44440,3931612651
44441,978-8898678075
44441,889867807X
44442,1565042182
44442,978-1565042186
44442,978-4950243656
44443,978-0976512608
44443,0976512602
44444,1565042174
44444,3931612600
44444,978-8484211358
44446,978-1594590948
44446,159459094X
44447,9780857440013
44450,1588464873
44450,8374182172
44451,1588462641
44452,9780973724950
44452,0973724951
44452,978-0973724950
44454,978-8493935115
44454,978-2381770307
44454,978-8890377433
44455,1200003122
44455,8484212866
44455,978-1565042674
44455,1565042670
44458,0971439230
44458,1200003157
44459,9529941439
44462,0880388374
44463,1200003123
44463,978-1565042650
44463,1565042654
44464,1200003032
44464,1-56504-268-9
44464,1565042689
44464,978-1565042681
44464,3931612864
44465,978-1565042667
44465,1565042662
44465,1200003030
44466,1588463346
44467,393528215X
44467,1565042697
44467,978-1565042698
44467,1200003034
44468,1-58846-335-4
44468,1588463354
44468,978-1588463357
44469,978-1565042544
44469,1565042549
44469,1200003035
44470,1565042557
44470,1200003036
44471,1565042565
44471,1200003037
44473,1200003038
44473,978-1588462022
44473,1588462021
44474,9781588467447
44474,1588467449
44475,078690738X
44476,978-1588462015
44476,1588462013
44476,9783935282788
44477,978-1588462077
44477,1200003041
44477,1588462072
44478,1200003040
44478,978-1588462091
44478,1588462099
44479,978-1588462046
44479,978-8882881764
44479,1588462048
44479,1200003039
44480,978-1588464897
44480,158846489X
44480,9781588464897
44481,0923763856
44481,0923763236
44482,1588465462
44483,1565040422
44485,0916211-50-9
44485,0916211878
44485,0916211509
44486,1-56504-250-6
44486,1565042506
44487,1565042514
44487,978-1565042513
44487,3931612457
44488,978-1565042582
44488,1565042581
44490,978-1565042520
44490,1565042522
44491,978-1565042537
44491,1565042530
44492,1565040155
44493,1896776051
44493,1-896776-05-1
44494,1200003029
44494,978931612924
44494,3931612929
44494,156504245X
44502,1-903980-21-6
44502,1903980216
44503,1903980186
44504,1903980100
44505,1903980356
44506,1903980429
44507,0874312930
44508,0874315107
44510,0-923763-35-X
44510,0923763864
44511,978-0970531209
44511,0970531206
44512,0874312965
44513,0874311845
44514,09662779075
44514,978-8880020059
44514,0962779075
44515,1588463559
44515,9781588463555
44516,0874312728
44517,1565060023
44518,1565040112
44519,978-1588467188
44519,158846718X
44520,1565040171
44522,0874312906
44523,978-3-931612-84-9
44523,978-3931612849
44523,1565042468
44524,1565040007
44525,8488966156
44525,1565040511
44526,9781588467454
44526,1588467457
44527,1565040120
44528,1588467465
44528,978-1588467461
44529,1565040201
44530,9781588467225
44530,1588467228
44531,978-1588467201
44532,978-1-5886-719-5
44533,978-1565040489
44533,1565040481
44534,1565040961
44535,1565041305
44535,8484211452
44536,1565042255
44537,"DIVIDED WE FALL....  What do the"
44537,1565040759
44537,8484212475
44538,1565042247
44539,0970531214
44540,3931612031
44540,1565040538
44540,8411192813668
44540,8488966059
44541,1565040562
44543,978-1588463982
44543,1588463982
44544,1860090567
44544,1560768452
44545,3937255346
44545,8495712571
44545,0786919647
44545,978-0786919642
44545,8882880478
44545,8374180404
44545,978-3937255347
44546,2740801742
44546,1560766344
44546,1873799349
44547,978-1588464699
44547,1588464695
44548,1588464682
44548,978-3941077034
44548,3941077031
44548,978-1588464682
44548,9781588464682
44548,978-2915989847
44549,1560762764
44549,8446804530
44549,978-1560763765
44549,2740801904
44549,1560763760
44551,1588464709
44551,978-1588464705
44551,1588464705
44552,1565040244
44553,1574571508
44554,1588464484
44554,978-1588464484
44555,1565040546
44556,0916211517
44557,091621169X
44559,1565041240
44560,157457003X
44561,9781565042384
44561,1-56504-238-7
44561,1565042387
44562,0916211525
44563,1565041550
44564,0916211541
44564,978-0916211547
44566,978-1565042193
44566,1565042190
44568,1565042204
44568,978-1565042209
44569,978-1565042216
44569,1565042212
44571,0971768404
44572,1565940392
44575,3935282060
44575,1565042298
44578,3931612732
44578,1565042599
44578,978-8484210931
44578,8882880532
44578,8484210936
44579,2370005056882
44579,1565042611
44579,8585443731
44579,8484210944
44579,9630045354
44579,1200003026
44580,1565042638
44580,2370003378412
44580,3931612775
44580,12000003121
44582,1565042735
44582,978-8484211679
44582,1565042646
44582,393528201X
44582,9783935282017
44583,978-3957520258
44583,9529941404
44583,978-8895718040
44584,1873799330
44584,1560763604
44586,8446801167
44586,1873799926
44586,0880387807
44587,978-1588465726
44587,978-1-58846-527-6
44587,1588465276
44588,978-1588465313
44588,1588465314
44590,978-1588465320
44590,1588465322
44591,978-1588462435
44591,1588462439
44594,1588462404
44595,1588462153
44596,1588467163
44596,978-1588467164
44596,978-1588462460
44597,8484216829
44597,1588462188
44598,978-8488966308
44598,1588462285
44599,1588467171
44599,978-1588467171
44599,9781588467171
44600,1588462161
44602,158846217X
44603,1588463613
44603,978-1588463616
44604,978-1-58846-715-7
44604,978-1588467157
44605,1588462196
44606,1588467430
44606,978-1588467430
44606,9781588467430
44607,1-58846-222-6
44607,1588462226
44608,1588465292
44608,9781588465290
44610,1588465306
44610,978-1588465306
44611,1-56905-105-4
44611,1569051054
44612,3935282583
44612,1588462234
44613,978-1588462244
44613,1588462242
44615,1588462250
44616,158846234X
44617,978-3937255538
44617,3937255532
44617,978-786936519
44617,8496422542
44617,0786936517
44618,1588462366
44619,0923763414
44620,1588462374
44621,1589942159
44621,978-1589942158
44622,0923763325
44623,1589941543
44623,978-1589941540
44624,0923763538
44625,1588462420
44626,1588462455
44626,3935282958
44628,0-923763-30-9
44628,0923763309
44629,1588462412
44631,978-1588462275
44631,1588462277
44631,2370010859676
44631,3931612872
44633,0923763252
44634,978-1588462398
44634,1588462390
44636,0786940344
44636,3937255400
44636,978-0786940349
44638,978-1588463241
44638,84-9800-224-9
44638,978-2841882069
44638,8882881377
44638,1588463249
44639,1300001549
44640,0786939397
44640,978-0786939398
44645,978-1588463326
44645,158846332X
44647,978-3937255422
44647,3937255427
44647,0786934352
44647,978-8496422476
44647,849642247X
44647,978-0786934355
44647,8882881482
44649,091760900X
44652,158846329X
44652,978-1588463296
44655,978-0920711-17-0
44655,0920711170
44656,1589941853
44656,978-1589941854
44657,0-920711-47-2
44658,0917609093
44663,1588465225
44665,9781588465238
44665,1588465233
44666,0-920711-49-9
44667,0920711510
44668,0786932724
44668,8882881423
44668,978-0786932726
44668,3937255419
44668,978-3937255415
44670,1589941721
44671,8374180242
44671,978-8495712943
44671,078692649X
44671,0-7869-2649-X
44671,8495712946
44673,0970917619
44674,0970917627
44675,0972778292
44675,9780972778299
44676,978-0972778282
44676,0972778284
44676,978-0857440099
44676,0857440098
44677,0786939370
44677,978-0786939374
44679,0975888978
44680,0786939117
44680,978-0786939114
44684,0786941529
44684,978-0786941520
44686,097588896X
44687,1887953566
44689,1887953647
44692,188795368X
44694,1887953981
44695,9780981882604
44696,978-0955542336
44699,1887953841
44701,188795385X
44702,1887953868
44703,1887953930
44704,159472007X
44706,1594720088
44707,1932442820
44707,9781932442823
44708,9781932442991
44708,1932442995
44709,1594720126
44710,0975490613
44711,1934547077
44711,978-1934547076
44712,978-0979636110
44713,1903980577
44713,978-1903980576
44719,0979636132
44719,9780979636134
44720,978-0979636127
44721,0954519167
44723,2740800290
44723,0874313066
44726,0874313201
44727,0874313260
44728,087431335X
44729,1907204083
44729,978-8416780501
44729,1934859265
44729,9781907204081
44730,0874313406
44732,8478310274
44732,978-1640130012
44732,0933635508
44738,0874313325
44739,0874313198
44739,2740800738
44740,2740800193
44740,0874313112
44741,0874313104
44742,0874313287
44743,1887420501
44744,9780786951000
44744,978-8882882471
44744,0786951001
44746,0-917609-27-1
44748,087431254X
44749,0917609107
44750,0917609247
44751,0-917609-08-5
44752,0-917609-25-5
44753,0923763538
44754,0-87431-270-1
44755,0923763279
44755,0923763236
44755,2987701200
44756,0923763406
44758,1-887953-57-4
44758,1887953574
44759,0874312736
44760,0874312876
44761,0920711138
44762,092071109X
44763,1589941241
44764,0874312833
44765,978-0874312867
44765,0874312868
44767,1589941519
44771,2915556350
44771,2915556385
44771,2915556474
44772,1-889533-18-1
44773,1889533009
44774,9780979708008
44774,0979708001
44774,978-0-9797080-0-8
44775,978-0979708053
44776,978-0-9797080-1-5
44777,978-0979708046
44778,978-1934547342
44778,1934547344
44778,978-8415334149
44778,978-1934547120
44778,978-8496802278
44778,1934547123
44779,1-934547-16-6
44779,978-1-934547-16-8
44779,978-8496802681
44779,1934547166
44780,978-1934547137
44780,978-8496802704
44780,1934547131
44780,978-8583650218
44781,849626257X
44781,978-0-7869-2880-4
44781,8882881245
44781,978-8496262577
44781,39372555400
44781,0786928808
44782,1588469417
44783,978-1588467898
44783,1588467899
44784,8882881563
44784,978-1588464187
44784,8498002974
44784,1588464180
44785,1565042131
44785,3931612791
44785,978-8495024534
44786,0920711057
44787,9781932442663
44787,1-932442-66-9
44787,9781934547298
44787,1934547298
44788,0920711162
44789,0920711073
44789,0920711243
44790,0920711103
44791,0-920711-15-4
44792,0920711081
44793,0920711118
44795,092071112X
44796,0920711189
44797,978-0920711019
44798,0920711197
44799,0920711340
44801,0786907290
44803,1931748187
44803,978-1931748186
44804,158846606X
44806,978-0984184019
44806,978-0984184002
44807,1588466086
44809,88-86149-03-4
44809,2910529002
44809,978-9507650178
44811,1588464881
44813,978158846609
44816,1588466078
44817,1588465446
44818,1588465454
44818,978-1588465450
44819,978-0977153459
44819,978-0977153442
44820,1556342020
44820,9781556342028
44823,0880381922
44824,9788488966599
44824,2841880419
44824,1565042786
44824,8488966598
44825,978-3942012645
44825,3942012642
44825,978-1889546049
44825,1889546046
44826,978-1889546391
44826,1889546399
44829,1890305375
44832,1-890305-51-0
44837,0976360101
44837,9780976360100
44838,978-0981882611
44847,0786939362
44847,978-0786936367
44848,0786913193
44849,1889546453
44850,978-1889546681
44850,1889546682
44851,1889546305
44852,1588463648
44852,978-1588463647
44853,9189026004
44854,1588463575
44854,978-1588463579
44855,918912801X
44856,9185223913
44857,9189128923
44858,1-58846-266-8
44858,9781588462664
44858,1588462668
44860,078690156X
44861,0-920711-17-0
44862,0920711278
44865,1588460657
44867,0786928360
44867,8496262103
44867,978-0786928361
44868,1556341970
44870,978-0970868909
44870,0970868901
44870,3935282923
44871,0786931329
44871,978-0786931323
44873,1880992760
44874,8496262596
44874,0786926597
44875,1-932442-11-1
44875,978-1932442113
44876,0974780405
44877,0965367940
44878,1932442243
44878,978-1932442243
44879,1200003088
44881,0965367908
44882,0786901438
44883,1565044894
44884,0880383305
44884,2370009239588
44885,078692781X
44885,849626209X
44889,0935696717
44892,0970917651
44894,1565044940
44895,0786916168
44895,0-7869-1616-8
44896,978-1588462695
44896,1588462692
44896,9781588462695
44897,84-9800-217-6
44897,1588462552
44898,1844162214
44898,295217282X
44899,1-84416-222-2
44899,978-1-84416-222-2
44899,2952172846
44899,9781844162222
44900,1-58846-260-9
44900,1588462609
44900,978-8882881696
44901,978-1844164356
44901,1589944542
44901,978-3867620543
44901,978-1589944541
44901,3867620369
44901,1844164357
44901,978-3867620369
44903,1880992000
44904,1588462625
44905,1894525094
44906,1588462633
44907,0874315158
44908,0874312949
44908,978-0874312942
44909,3-929754-10-X
44910,1-56504-298-0
44910,978-1565042988
44912,0786941189
44912,978-0786941186
44913,1565042077
44916,9788416357956
44916,1887801529
44917,1588461114
44918,190585031X
44918,9781905850310
44918,978-1905850310
44919,1899748306
44920,9788374181327
44920,978-8882880774
44920,0786930861
44921,978-1903980019
44921,1903980011
44922,8496262782
44922,978-0786928835
44922,0786928832
44923,0880384522
44924,0-7869-1218-9
44925,0786907789
44926,849642233X
44926,0786928794
44927,0-7869-1364-9
44928,0-7869-1617-6
44929,0786918497
44929,8496262367
44930,0-7869-1432-7
44931,0786912146
44932,0786912154
44933,0786916206
44934,0-7869-1339-8
44935,978-8494375811
44935,1424308291
44935,9783942012027
44935,9781467573634
44935,978-1424308293
44936,0-7869-1352-5
44937,078691288X
44939,0-7869-1371-1
44941,0786912170
44942,0786918330
44942,9780786918331
44945,0945571301
44947,1903980003
44947,978-1903980002
44948,978-0786939220
44948,0786939222
44949,978-1903980347
44949,1903980348
44950,978-1903980989
44950,1903980984
44951,978-1903980804
44951,1903980801
44952,1904577415
44952,978-1904577414
44953,1568820232
44953,3931612201
44954,193085501X
44955,978-1932442342
44955,1-932442-34-0
44956,1889546534
44957,0880382945
44957,978-0880382946
44958,188715406x
44959,1889546550
44960,097079617X
44961,188954650X
44963,0931787041
44966,9788274650022
44966,8274650026
44966,0880383399
44967,394-54144-8TSR1350
44967,0880383402
44968,0880383429
44968,9780880383424
44969,1889546828
44970,]
44970,1930855133
44971,1932414002
44972,0880380853
44972,3890840310
44973,978-0786918522
44973,0786918527
44974,0786928999
44974,978-0786928996
44975,978-0-9779602-7-9
